source,Publication year,T of the conductivity C,Li stoichiometry,La stoichiometry,Zr stoichiometry,Li site dopant stoichiometry,La site dopant stoichiometry,Zr site dopant stoichiometry,Relative density,Ionic conductivity,log_cond,Quality of ionic conductivity,Doping strategy,li_dopant,la_dopant,zr_dopant,Li site dopant crystal rad.,Li site dopant ion charge,Li site dopant electroneg.,Li site dopant molar mass,Li site dopant atomic number,Li site dopant e_ionisation,Li site dopant electron affinity,Li site dopant atomic radius,Li site dopant ionic radius,La site dopant crystal rad.,La site dopant ion charge,La site dopant electroneg.,La site dopant molar mass,La site dopant atomic number,La site dopant e_ionisation,La site dopant electron affinity,La site dopant atomic radius,La site dopant ionic radius,Zr site dopant crystal rad.,Zr site dopant ion charge,Zr site dopant electroneg.,Zr site dopant molar mass,Zr site dopant atomic number,Zr site dopant e_ionisation,Zr site dopant electron affinity,Zr site dopant atomic radius,Zr site dopant ionic radius
10.1002/aenm.201600736,2016,25,6.25,3,2,0.25,0,0,87,0.0005,-3.301029996,1,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.5b12186,2016,25,6.27,3,1.96,0.25,0,0,96,0.000448,-3.348721986,1,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.matdes.2017.10.067,2018,30,6.15,3,2,0.25,0,0,93,0.000124,-3.906578315,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2018.05.028,2018,25,6.25,3,2,0.25,0,0,85.4,0.00011,-3.958607315,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2018.05.028,2018,25,6.25,3,2,0.25,0,0,90.1,0.00022,-3.657577319,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2018.05.028,2018,25,6.25,3,2,0.25,0,0,83.2,0.00026,-3.585026652,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2018.05.028,2018,25,6.25,3,2,0.25,0,0,89.2,0.00028,-3.552841969,1,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2018.06.096,2018,25,6.28,3,2,0.24,0,0,,0.000354,-3.450996738,1,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1088/2053-1591/ab62ef,2019,25,6.28,3,2,0.24,0,0,89.3,0.000106,-3.974694135,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1073/pnas.1600422113,2016,25,6.4,3,2,0.2,0,0,,0.00025,-3.602059991,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10904-018-0859-y,2018,25,6.4,3,2,0.2,0,0,,0.000115,-3.93930216,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.matdes.2017.10.067,2018,30,6.4,3,2,0.2,0,0,96,9.6E-05,-4.017728767,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ssi.2018.04.016,2018,25,7.05,3,1.98,0.16,0,0,90,0.000221,-3.655607726,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ssi.2018.04.016,2018,25,7.42,3,1.97,0.14,0,0,90,0.000189,-3.723538196,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jtice.2018.02.021,2018,25,6.61,3,2,0.13,0,0,94,0.000135,-3.869666232,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ssi.2018.04.016,2018,25,6.91,3,1.98,0.13,0,0,93,0.000208,-3.681936665,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.matdes.2017.10.067,2018,30,6.7,3,2,0.1,0,0,93,0.000141,-3.850780887,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.matdes.2017.10.067,2018,30,6.85,3,2,0.05,0,0,94,9.9E-05,-4.004364805,0,Li site,al,,,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s11581-020-03580-y,2020,30,6.4,3,2,0.2,0,0,95.6,0.000428,-3.368556231,1,Li site,fe,,,63,3,1.83,55.8451,26,7.9,15.7,126,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acs.jpcc.7b12387,2018,25,6.4,3,2,0.2,0,0,90,0.0011,-2.958607315,1,Li site,fe,,,63,3,1.83,55.8451,26,7.9,15.7,126,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jallcom.2016.11.277,2016,25,5.5,3,2,0.5,0,0,,5.81E-05,-4.235823868,0,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.6b13902,2017,25,5.8,3,2,0.4,0,0,92.8,0.00057,-3.244125144,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.6b13902,2017,25,5.95,3,2,0.35,0,0,95.1,0.00071,-3.148741651,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/cm5008069,2014,24,6.1,3,2,0.3,0,0,94,7E-05,-4.15490196,0,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.6b13902,2017,25,6.1,3,2,0.3,0,0,96.3,0.00112,-2.950781977,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.7b00614,2017,25,6.1,3,2,0.3,0,0,96.3,0.00112,-2.950781977,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.6b13902,2017,25,6.25,3,2,0.25,0,0,94.1,0.00146,-2.835647144,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-019-04225-5,2019,30,6.25,3,2,0.25,0,0,,0.0011,-2.958607315,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.matchemphys.2012.03.054,2012,25,6.25,3,2,0.25,0,0,91,0.00035,-3.455931956,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/cm5008069,2014,24,6.4,3,2,0.2,0,0,94,0.0009,-3.045757491,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1088/2053-1591/ab2799,2019,25,6.23,3,2,0.2,0,0,95.5,0.00072,-3.142667504,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1088/2053-1591/ab2799,2019,25,6.91,3,2,0.2,0,0,95,0.00043,-3.366531544,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1088/2053-1591/ab2801,,,6.79,3,2,0.2,0,0,94.5,0.0008,-3.096910013,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1088/2053-1591/ab2801,,,6.55,3,2,0.2,0,0,94.2,0.00109,-2.962573502,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1088/2053-1591/ab2801,,,6.28,3,2,0.2,0,0,94,0.00074,-3.13076828,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.6b13902,2017,25,6.3,3,2,0.2,0,0,93.4,0.00087,-3.060480747,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-019-04225-5,2019,30,6.4,3,2,0.2,0,0,,0.0015,-2.823908741,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ceramint.2019.04.236,2019,27,6.4,3,2,0.2,0,0,97.3,0.00124,-2.906578315,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ssi.2019.05.027,2019,25,6.4,3,2,0.2,0,0,,0.000458,-3.339134522,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/cm5008069,2014,24,6.55,3,2,0.15,0,0,94,0.0013,-2.886056648,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1142/S1793604718500297,2018,25,6.55,3,2,0.15,0,0,90.5,0.00113,-2.946921557,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1142/S1793604718500297,2018,25,6.55,3,2,0.15,0,0,97.5,0.000458,-3.339134522,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.6b13902,2017,25,6.55,3,2,0.15,0,0,89.6,8.5E-05,-4.070581074,0,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1063/1.5019179,2018,25,6.55,3,2,0.15,0,0,,0.00206,-2.68613278,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-019-04225-5,2019,30,6.55,3,2,0.15,0,0,,0.00047,-3.327902142,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acs.chemmater.8b00486,2018,25,6.55,3,2,0.15,0,0,90,0.0012,-2.920818754,1,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/acsami.6b13902,2017,25,6.7,3,2,0.1,0,0,86.7,2.5E-05,-4.602059991,0,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-019-04225-5,2019,30,6.7,3,2,0.1,0,0,,6E-05,-4.22184875,0,Li site,ga,,,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ssi.2019.04.021,2019,25,6.4,3,2,0.15,0,0,,8.05E-05,-4.09420412,0,Li site,ge,,,53,4,2.01,72.6298,32,7.85,118.9352,125,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ssi.2019.04.021,2019,25,6.6,3,2,0.1,0,0,98,0.00028,-3.552841969,1,Li site,ge,,,53,4,2.01,72.6298,32,7.85,118.9352,125,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ssi.2019.04.021,2019,25,6.8,3,2,0.05,0,0,,2.91E-05,-4.536107011,0,Li site,ge,,,53,4,2.01,72.6298,32,7.85,118.9352,125,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1039/c9ta00417c,2019,25,7,3,2,0,0,0,96.7,0.00024,-3.619788758,0,Pure,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1002/anie.200701144 [thin pellet],2007,18,7,3,2,0,0,0,92,0.000774,-3.111259039,1,Pure,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ceramint.2018.01.065,2018,25,7,3,2,0,0,0,87.7,0.000187,-3.728158393,0,Pure,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1111/jace.14736,2017,30,7,3,2,0,0,0,88.7,2.6E-05,-4.585026652,0,Pure,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.matlet.2018.08.006,2018,20,7,3,2,0,0,0,84.6,0.0001,-4,0,Pure,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2013.10.089,2014,25,6.85,3.09,2.07,0,0,0,,0.000168,-3.774690718,0,Pure,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
